bc02-healthy-retry--case-bc02-incomplete-corrected	raw-initial-membership-01	action-receipt	initial-form	input-membership/request-02	incomplete/2/3
bc02-healthy-retry--case-bc02-incomplete-corrected	raw-initial-rollback-01	inventory-repository	setup-before	semantic-inventory-sha256	{setup-before-sha256}
bc02-healthy-retry--case-bc02-incomplete-corrected	raw-initial-rollback-02	inventory-repository	rollback-after	semantic-inventory-sha256	{rollback-after-sha256}
bc02-healthy-retry--case-bc02-incomplete-corrected	raw-reopened-resolution-01	resolution-receipt	reopened	resolution/root-02	available/1
bc02-healthy-retry--case-bc02-incomplete-corrected	raw-retry-ancestry-01	resolution-receipt	retry-success	ancestry/root-02	bound/genesis-02
bc02-healthy-retry--case-bc02-incomplete-corrected	raw-retry-availability-01	resolution-receipt	retry-success	availability/root-02	available/1
bc02-healthy-retry--case-bc02-incomplete-corrected	raw-retry-formation-01	action-receipt	retry	attempt/outcome/root	attempt-retry/complete/root-02
bc02-healthy-retry--case-bc02-incomplete-corrected	raw-retry-membership-01	resolution-receipt	retry-success	membership/root-02	complete/3/3
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-ancestry-persistence-01	inventory-repository	rollback-after	root-ancestry/semantic-row-count	0
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-availability-01	resolution-receipt	unavailable	availability/root-02	unavailable/0
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-failure-reason-01	action-receipt	initial-form	object-c/error-id/error-marker	missing-required-member/root-unavailable
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-formation-01	action-receipt	initial-form	attempt/outcome/root	attempt-initial/root-unavailable/root-02
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-header-persistence-01	inventory-repository	rollback-after	root-header/semantic-row-count	0
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-input-shape-01	inventory-repository	setup-before	object-c/missing	required
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-member-persistence-01	inventory-repository	rollback-after	root-member/semantic-row-count	0
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-membership-01	action-receipt	form	input-membership/request-02	incomplete/2/3
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-reopened-resolution-01	resolution-receipt	reopened	resolution/root-02	unavailable/0
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-rollback-01	inventory-repository	setup-before	semantic-inventory-sha256	{setup-before-sha256}
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-rollback-02	inventory-repository	rollback-after	semantic-inventory-sha256	{rollback-after-sha256}
bc02-incomplete-as-complete--case-bc02-incomplete-missing	raw-source-cardinality-01	inventory-repository	setup-before	source-object/count	2
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-ancestry-persistence-01	inventory-repository	rollback-after	root-ancestry/semantic-row-count	0
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-availability-01	resolution-receipt	unavailable	availability/root-02	unavailable/0
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-failure-reason-01	action-receipt	initial-form	object-c/error-id/error-marker	missing-required-member/root-unavailable
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-formation-01	action-receipt	initial-form	attempt/outcome/root	attempt-initial/root-unavailable/root-02
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-header-persistence-01	inventory-repository	rollback-after	root-header/semantic-row-count	0
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-input-shape-01	inventory-repository	setup-before	object-x/same-cardinality-substitution	object-c
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-member-persistence-01	inventory-repository	rollback-after	root-member/semantic-row-count	0
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-membership-01	action-receipt	form	input-membership/request-02	incomplete/2/3
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-reopened-resolution-01	resolution-receipt	reopened	resolution/root-02	unavailable/0
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-rollback-01	inventory-repository	setup-before	semantic-inventory-sha256	{setup-before-sha256}
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-rollback-02	inventory-repository	rollback-after	semantic-inventory-sha256	{rollback-after-sha256}
bc02-incomplete-as-complete--case-bc02-incomplete-substitution	raw-source-cardinality-01	inventory-repository	setup-before	source-object/count	3
bc02-partial-residue--case-bc02-after-root-header	raw-activation-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-header/attempt-fault-header
bc02-partial-residue--case-bc02-after-root-header	raw-ancestry-residue-01	inventory-repository	rollback-after	root-ancestry/semantic-row-count	0
bc02-partial-residue--case-bc02-after-root-header	raw-availability-01	resolution-receipt	unavailable	availability/root-02	unavailable/0
bc02-partial-residue--case-bc02-after-root-header	raw-command-status-01	command-receipt	fault	attempt/status	attempt-fault-header/70
bc02-partial-residue--case-bc02-after-root-header	raw-error-identity-01	fault-trigger-receipt	fault	fault-error/attempt-fault-header	error-bc02-after-root-header/LICIUM_BC02_FAULT_AFTER_ROOT_HEADER
bc02-partial-residue--case-bc02-after-root-header	raw-failing-connection-health-01	fault-trigger-receipt	fault	same-connection-health	ok
bc02-partial-residue--case-bc02-after-root-header	raw-fault-outcome-01	fault-trigger-receipt	fault	error-kind	injected-rollback
bc02-partial-residue--case-bc02-after-root-header	raw-fault-outcome-02	inventory-repository	rollback-after	target-root-artifact-count	0
bc02-partial-residue--case-bc02-after-root-header	raw-header-residue-01	inventory-repository	rollback-after	root-header/semantic-row-count	0
bc02-partial-residue--case-bc02-after-root-header	raw-member-residue-01	inventory-repository	rollback-after	root-member/semantic-row-count	0
bc02-partial-residue--case-bc02-after-root-header	raw-no-commit-01	data-version-receipt	fault-before	observer-01/data-version	{fault-before-data-version}
bc02-partial-residue--case-bc02-after-root-header	raw-no-commit-02	data-version-receipt	fault-after	observer-01/data-version	{fault-after-data-version}
bc02-partial-residue--case-bc02-after-root-header	raw-no-commit-03	observer-custody-receipt	fault-before-to-fault-after	observer-01/status	held-through-required-stages
bc02-partial-residue--case-bc02-after-root-header	raw-reopened-resolution-01	resolution-receipt	reopened	resolution/root-02	unavailable/0
bc02-partial-residue--case-bc02-after-root-header	raw-trigger-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-header/attempt-fault-header
bc02-partial-residue--case-bc02-after-root-header	raw-trigger-02	fault-trigger-receipt	fault	triggered	true
bc02-partial-residue--case-bc02-after-root-header	raw-trigger-03	fault-trigger-receipt	fault	transient-header-count	1
bc02-partial-residue--case-bc02-after-root-header	raw-trigger-04	fault-trigger-receipt	fault	transient-member-count	0
bc02-partial-residue--case-bc02-after-root-header	raw-trigger-05	fault-trigger-receipt	fault	transient-ancestry-count	0
bc02-partial-residue--case-bc02-after-root-header	raw-trigger-06	fault-configuration-receipt	configure-before-baseline	ddl/error-literal/when-predicate-digests	{ddl-sha256}/{error-literal-sha256}/{when-predicate-sha256}
bc02-partial-residue--case-bc02-after-root-header	raw-trigger-07	evidence-binding-receipt	fault	activation/configuration/trigger/command-digests	{activation-sha256}/{configuration-sha256}/{trigger-sha256}/{command-sha256}
bc02-partial-residue--case-bc02-after-root-member	raw-activation-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-member/attempt-fault-member
bc02-partial-residue--case-bc02-after-root-member	raw-ancestry-residue-01	inventory-repository	rollback-after	root-ancestry/semantic-row-count	0
bc02-partial-residue--case-bc02-after-root-member	raw-availability-01	resolution-receipt	unavailable	availability/root-02	unavailable/0
bc02-partial-residue--case-bc02-after-root-member	raw-command-status-01	command-receipt	fault	attempt/status	attempt-fault-member/70
bc02-partial-residue--case-bc02-after-root-member	raw-error-identity-01	fault-trigger-receipt	fault	fault-error/attempt-fault-member	error-bc02-after-root-member/LICIUM_BC02_FAULT_AFTER_ROOT_MEMBER
bc02-partial-residue--case-bc02-after-root-member	raw-failing-connection-health-01	fault-trigger-receipt	fault	same-connection-health	ok
bc02-partial-residue--case-bc02-after-root-member	raw-fault-outcome-01	fault-trigger-receipt	fault	error-kind	injected-rollback
bc02-partial-residue--case-bc02-after-root-member	raw-fault-outcome-02	inventory-repository	rollback-after	target-root-artifact-count	0
bc02-partial-residue--case-bc02-after-root-member	raw-header-residue-01	inventory-repository	rollback-after	root-header/semantic-row-count	0
bc02-partial-residue--case-bc02-after-root-member	raw-member-residue-01	inventory-repository	rollback-after	root-member/semantic-row-count	0
bc02-partial-residue--case-bc02-after-root-member	raw-no-commit-01	data-version-receipt	fault-before	observer-01/data-version	{fault-before-data-version}
bc02-partial-residue--case-bc02-after-root-member	raw-no-commit-02	data-version-receipt	fault-after	observer-01/data-version	{fault-after-data-version}
bc02-partial-residue--case-bc02-after-root-member	raw-no-commit-03	observer-custody-receipt	fault-before-to-fault-after	observer-01/status	held-through-required-stages
bc02-partial-residue--case-bc02-after-root-member	raw-reopened-resolution-01	resolution-receipt	reopened	resolution/root-02	unavailable/0
bc02-partial-residue--case-bc02-after-root-member	raw-trigger-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-member/attempt-fault-member
bc02-partial-residue--case-bc02-after-root-member	raw-trigger-02	fault-trigger-receipt	fault	triggered	true
bc02-partial-residue--case-bc02-after-root-member	raw-trigger-03	fault-trigger-receipt	fault	transient-header-count	1
bc02-partial-residue--case-bc02-after-root-member	raw-trigger-04	fault-trigger-receipt	fault	transient-member-count	1
bc02-partial-residue--case-bc02-after-root-member	raw-trigger-05	fault-trigger-receipt	fault	transient-ancestry-count	0
bc02-partial-residue--case-bc02-after-root-member	raw-trigger-06	fault-configuration-receipt	configure-before-baseline	ddl/error-literal/when-predicate-digests	{ddl-sha256}/{error-literal-sha256}/{when-predicate-sha256}
bc02-partial-residue--case-bc02-after-root-member	raw-trigger-07	evidence-binding-receipt	fault	activation/configuration/trigger/command-digests	{activation-sha256}/{configuration-sha256}/{trigger-sha256}/{command-sha256}
bc02-poisoned-retry--case-bc02-after-root-header	raw-activation-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-header/attempt-fault-header
bc02-poisoned-retry--case-bc02-after-root-header	raw-ancestry-residue-01	inventory-repository	rollback-after	root-ancestry/semantic-row-count	0
bc02-poisoned-retry--case-bc02-after-root-header	raw-attempt-identity-01	fault-trigger-receipt	fault	attempt/request/root	attempt-fault-header/request-02/root-02
bc02-poisoned-retry--case-bc02-after-root-header	raw-attempt-identity-02	action-receipt	retry	attempt/request/root	attempt-retry/request-02/root-02
bc02-poisoned-retry--case-bc02-after-root-header	raw-command-status-01	command-receipt	fault	attempt/status	attempt-fault-header/70
bc02-poisoned-retry--case-bc02-after-root-header	raw-error-identity-01	fault-trigger-receipt	fault	fault-error/attempt-fault-header	error-bc02-after-root-header/LICIUM_BC02_FAULT_AFTER_ROOT_HEADER
bc02-poisoned-retry--case-bc02-after-root-header	raw-failing-connection-health-01	fault-trigger-receipt	fault	same-connection-health	ok
bc02-poisoned-retry--case-bc02-after-root-header	raw-fault-availability-01	resolution-receipt	unavailable	availability/root-02	unavailable/0
bc02-poisoned-retry--case-bc02-after-root-header	raw-fault-outcome-01	fault-trigger-receipt	fault	error-kind	injected-rollback
bc02-poisoned-retry--case-bc02-after-root-header	raw-fault-outcome-02	inventory-repository	rollback-after	target-root-artifact-count	0
bc02-poisoned-retry--case-bc02-after-root-header	raw-header-residue-01	inventory-repository	rollback-after	root-header/semantic-row-count	0
bc02-poisoned-retry--case-bc02-after-root-header	raw-member-residue-01	inventory-repository	rollback-after	root-member/semantic-row-count	0
bc02-poisoned-retry--case-bc02-after-root-header	raw-no-commit-01	data-version-receipt	fault-before	observer-01/data-version	{fault-before-data-version}
bc02-poisoned-retry--case-bc02-after-root-header	raw-no-commit-02	data-version-receipt	fault-after	observer-01/data-version	{fault-after-data-version}
bc02-poisoned-retry--case-bc02-after-root-header	raw-no-commit-03	observer-custody-receipt	fault-before-to-fault-after	observer-01/status	held-through-required-stages
bc02-poisoned-retry--case-bc02-after-root-header	raw-reopened-resolution-01	resolution-receipt	reopened	resolution/root-02	available/1
bc02-poisoned-retry--case-bc02-after-root-header	raw-retry-ancestry-01	resolution-receipt	retry-success	ancestry/root-02	bound/genesis-02
bc02-poisoned-retry--case-bc02-after-root-header	raw-retry-availability-01	resolution-receipt	retry-success	availability/root-02	available/1
bc02-poisoned-retry--case-bc02-after-root-header	raw-retry-commit-01	data-version-receipt	fault-after	observer-01/data-version	{fault-after-data-version}
bc02-poisoned-retry--case-bc02-after-root-header	raw-retry-commit-02	data-version-receipt	retry-commit	observer-01/data-version	{retry-after-data-version}
bc02-poisoned-retry--case-bc02-after-root-header	raw-retry-commit-03	observer-custody-receipt	fault-after-to-retry-commit	observer-01/status	held-through-required-stages
bc02-poisoned-retry--case-bc02-after-root-header	raw-retry-formation-01	action-receipt	retry	attempt/outcome/root	attempt-retry/complete/root-02
bc02-poisoned-retry--case-bc02-after-root-header	raw-retry-hook-01	command-receipt	retry	reviewed-argv/hook-phase-count	0
bc02-poisoned-retry--case-bc02-after-root-header	raw-retry-membership-01	resolution-receipt	retry-success	membership/root-02	complete/3/3
bc02-poisoned-retry--case-bc02-after-root-header	raw-rollback-01	inventory-repository	setup-before	semantic-inventory-sha256	{setup-before-sha256}
bc02-poisoned-retry--case-bc02-after-root-header	raw-rollback-02	inventory-repository	rollback-after	semantic-inventory-sha256	{rollback-after-sha256}
bc02-poisoned-retry--case-bc02-after-root-header	raw-trigger-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-header/attempt-fault-header
bc02-poisoned-retry--case-bc02-after-root-header	raw-trigger-02	fault-trigger-receipt	fault	triggered	true
bc02-poisoned-retry--case-bc02-after-root-header	raw-trigger-03	fault-trigger-receipt	fault	transient-header-count	1
bc02-poisoned-retry--case-bc02-after-root-header	raw-trigger-04	fault-trigger-receipt	fault	transient-member-count	0
bc02-poisoned-retry--case-bc02-after-root-header	raw-trigger-05	fault-trigger-receipt	fault	transient-ancestry-count	0
bc02-poisoned-retry--case-bc02-after-root-header	raw-trigger-06	fault-configuration-receipt	configure-before-baseline	ddl/error-literal/when-predicate-digests	{ddl-sha256}/{error-literal-sha256}/{when-predicate-sha256}
bc02-poisoned-retry--case-bc02-after-root-header	raw-trigger-07	evidence-binding-receipt	fault	activation/configuration/trigger/command-digests	{activation-sha256}/{configuration-sha256}/{trigger-sha256}/{command-sha256}
bc02-poisoned-retry--case-bc02-after-root-member	raw-activation-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-member/attempt-fault-member
bc02-poisoned-retry--case-bc02-after-root-member	raw-ancestry-residue-01	inventory-repository	rollback-after	root-ancestry/semantic-row-count	0
bc02-poisoned-retry--case-bc02-after-root-member	raw-attempt-identity-01	fault-trigger-receipt	fault	attempt/request/root	attempt-fault-member/request-02/root-02
bc02-poisoned-retry--case-bc02-after-root-member	raw-attempt-identity-02	action-receipt	retry	attempt/request/root	attempt-retry/request-02/root-02
bc02-poisoned-retry--case-bc02-after-root-member	raw-command-status-01	command-receipt	fault	attempt/status	attempt-fault-member/70
bc02-poisoned-retry--case-bc02-after-root-member	raw-error-identity-01	fault-trigger-receipt	fault	fault-error/attempt-fault-member	error-bc02-after-root-member/LICIUM_BC02_FAULT_AFTER_ROOT_MEMBER
bc02-poisoned-retry--case-bc02-after-root-member	raw-failing-connection-health-01	fault-trigger-receipt	fault	same-connection-health	ok
bc02-poisoned-retry--case-bc02-after-root-member	raw-fault-availability-01	resolution-receipt	unavailable	availability/root-02	unavailable/0
bc02-poisoned-retry--case-bc02-after-root-member	raw-fault-outcome-01	fault-trigger-receipt	fault	error-kind	injected-rollback
bc02-poisoned-retry--case-bc02-after-root-member	raw-fault-outcome-02	inventory-repository	rollback-after	target-root-artifact-count	0
bc02-poisoned-retry--case-bc02-after-root-member	raw-header-residue-01	inventory-repository	rollback-after	root-header/semantic-row-count	0
bc02-poisoned-retry--case-bc02-after-root-member	raw-member-residue-01	inventory-repository	rollback-after	root-member/semantic-row-count	0
bc02-poisoned-retry--case-bc02-after-root-member	raw-no-commit-01	data-version-receipt	fault-before	observer-01/data-version	{fault-before-data-version}
bc02-poisoned-retry--case-bc02-after-root-member	raw-no-commit-02	data-version-receipt	fault-after	observer-01/data-version	{fault-after-data-version}
bc02-poisoned-retry--case-bc02-after-root-member	raw-no-commit-03	observer-custody-receipt	fault-before-to-fault-after	observer-01/status	held-through-required-stages
bc02-poisoned-retry--case-bc02-after-root-member	raw-reopened-resolution-01	resolution-receipt	reopened	resolution/root-02	available/1
bc02-poisoned-retry--case-bc02-after-root-member	raw-retry-ancestry-01	resolution-receipt	retry-success	ancestry/root-02	bound/genesis-02
bc02-poisoned-retry--case-bc02-after-root-member	raw-retry-availability-01	resolution-receipt	retry-success	availability/root-02	available/1
bc02-poisoned-retry--case-bc02-after-root-member	raw-retry-commit-01	data-version-receipt	fault-after	observer-01/data-version	{fault-after-data-version}
bc02-poisoned-retry--case-bc02-after-root-member	raw-retry-commit-02	data-version-receipt	retry-commit	observer-01/data-version	{retry-after-data-version}
bc02-poisoned-retry--case-bc02-after-root-member	raw-retry-commit-03	observer-custody-receipt	fault-after-to-retry-commit	observer-01/status	held-through-required-stages
bc02-poisoned-retry--case-bc02-after-root-member	raw-retry-formation-01	action-receipt	retry	attempt/outcome/root	attempt-retry/complete/root-02
bc02-poisoned-retry--case-bc02-after-root-member	raw-retry-hook-01	command-receipt	retry	reviewed-argv/hook-phase-count	0
bc02-poisoned-retry--case-bc02-after-root-member	raw-retry-membership-01	resolution-receipt	retry-success	membership/root-02	complete/3/3
bc02-poisoned-retry--case-bc02-after-root-member	raw-rollback-01	inventory-repository	setup-before	semantic-inventory-sha256	{setup-before-sha256}
bc02-poisoned-retry--case-bc02-after-root-member	raw-rollback-02	inventory-repository	rollback-after	semantic-inventory-sha256	{rollback-after-sha256}
bc02-poisoned-retry--case-bc02-after-root-member	raw-trigger-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-member/attempt-fault-member
bc02-poisoned-retry--case-bc02-after-root-member	raw-trigger-02	fault-trigger-receipt	fault	triggered	true
bc02-poisoned-retry--case-bc02-after-root-member	raw-trigger-03	fault-trigger-receipt	fault	transient-header-count	1
bc02-poisoned-retry--case-bc02-after-root-member	raw-trigger-04	fault-trigger-receipt	fault	transient-member-count	1
bc02-poisoned-retry--case-bc02-after-root-member	raw-trigger-05	fault-trigger-receipt	fault	transient-ancestry-count	0
bc02-poisoned-retry--case-bc02-after-root-member	raw-trigger-06	fault-configuration-receipt	configure-before-baseline	ddl/error-literal/when-predicate-digests	{ddl-sha256}/{error-literal-sha256}/{when-predicate-sha256}
bc02-poisoned-retry--case-bc02-after-root-member	raw-trigger-07	evidence-binding-receipt	fault	activation/configuration/trigger/command-digests	{activation-sha256}/{configuration-sha256}/{trigger-sha256}/{command-sha256}
bc02-rollback-complete--case-bc02-after-root-header	raw-activation-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-header/attempt-fault-header
bc02-rollback-complete--case-bc02-after-root-header	raw-ancestry-residue-01	inventory-repository	rollback-after	root-ancestry/semantic-row-count	0
bc02-rollback-complete--case-bc02-after-root-header	raw-availability-01	resolution-receipt	unavailable	availability/root-02	unavailable/0
bc02-rollback-complete--case-bc02-after-root-header	raw-command-status-01	command-receipt	fault	attempt/status	attempt-fault-header/70
bc02-rollback-complete--case-bc02-after-root-header	raw-error-identity-01	fault-trigger-receipt	fault	fault-error/attempt-fault-header	error-bc02-after-root-header/LICIUM_BC02_FAULT_AFTER_ROOT_HEADER
bc02-rollback-complete--case-bc02-after-root-header	raw-failing-connection-health-01	fault-trigger-receipt	fault	same-connection-health	ok
bc02-rollback-complete--case-bc02-after-root-header	raw-fault-outcome-01	fault-trigger-receipt	fault	error-kind	injected-rollback
bc02-rollback-complete--case-bc02-after-root-header	raw-fault-outcome-02	inventory-repository	rollback-after	target-root-artifact-count	0
bc02-rollback-complete--case-bc02-after-root-header	raw-header-residue-01	inventory-repository	rollback-after	root-header/semantic-row-count	0
bc02-rollback-complete--case-bc02-after-root-header	raw-member-residue-01	inventory-repository	rollback-after	root-member/semantic-row-count	0
bc02-rollback-complete--case-bc02-after-root-header	raw-no-commit-01	data-version-receipt	fault-before	observer-01/data-version	{fault-before-data-version}
bc02-rollback-complete--case-bc02-after-root-header	raw-no-commit-02	data-version-receipt	fault-after	observer-01/data-version	{fault-after-data-version}
bc02-rollback-complete--case-bc02-after-root-header	raw-no-commit-03	observer-custody-receipt	fault-before-to-fault-after	observer-01/status	held-through-required-stages
bc02-rollback-complete--case-bc02-after-root-header	raw-reopened-resolution-01	resolution-receipt	reopened	resolution/root-02	unavailable/0
bc02-rollback-complete--case-bc02-after-root-header	raw-rollback-01	inventory-repository	setup-before	semantic-inventory-sha256	{setup-before-sha256}
bc02-rollback-complete--case-bc02-after-root-header	raw-rollback-02	inventory-repository	rollback-after	semantic-inventory-sha256	{rollback-after-sha256}
bc02-rollback-complete--case-bc02-after-root-header	raw-trigger-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-header/attempt-fault-header
bc02-rollback-complete--case-bc02-after-root-header	raw-trigger-02	fault-trigger-receipt	fault	triggered	true
bc02-rollback-complete--case-bc02-after-root-header	raw-trigger-03	fault-trigger-receipt	fault	transient-header-count	1
bc02-rollback-complete--case-bc02-after-root-header	raw-trigger-04	fault-trigger-receipt	fault	transient-member-count	0
bc02-rollback-complete--case-bc02-after-root-header	raw-trigger-05	fault-trigger-receipt	fault	transient-ancestry-count	0
bc02-rollback-complete--case-bc02-after-root-header	raw-trigger-06	fault-configuration-receipt	configure-before-baseline	ddl/error-literal/when-predicate-digests	{ddl-sha256}/{error-literal-sha256}/{when-predicate-sha256}
bc02-rollback-complete--case-bc02-after-root-header	raw-trigger-07	evidence-binding-receipt	fault	activation/configuration/trigger/command-digests	{activation-sha256}/{configuration-sha256}/{trigger-sha256}/{command-sha256}
bc02-rollback-complete--case-bc02-after-root-member	raw-activation-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-member/attempt-fault-member
bc02-rollback-complete--case-bc02-after-root-member	raw-ancestry-residue-01	inventory-repository	rollback-after	root-ancestry/semantic-row-count	0
bc02-rollback-complete--case-bc02-after-root-member	raw-availability-01	resolution-receipt	unavailable	availability/root-02	unavailable/0
bc02-rollback-complete--case-bc02-after-root-member	raw-command-status-01	command-receipt	fault	attempt/status	attempt-fault-member/70
bc02-rollback-complete--case-bc02-after-root-member	raw-error-identity-01	fault-trigger-receipt	fault	fault-error/attempt-fault-member	error-bc02-after-root-member/LICIUM_BC02_FAULT_AFTER_ROOT_MEMBER
bc02-rollback-complete--case-bc02-after-root-member	raw-failing-connection-health-01	fault-trigger-receipt	fault	same-connection-health	ok
bc02-rollback-complete--case-bc02-after-root-member	raw-fault-outcome-01	fault-trigger-receipt	fault	error-kind	injected-rollback
bc02-rollback-complete--case-bc02-after-root-member	raw-fault-outcome-02	inventory-repository	rollback-after	target-root-artifact-count	0
bc02-rollback-complete--case-bc02-after-root-member	raw-header-residue-01	inventory-repository	rollback-after	root-header/semantic-row-count	0
bc02-rollback-complete--case-bc02-after-root-member	raw-member-residue-01	inventory-repository	rollback-after	root-member/semantic-row-count	0
bc02-rollback-complete--case-bc02-after-root-member	raw-no-commit-01	data-version-receipt	fault-before	observer-01/data-version	{fault-before-data-version}
bc02-rollback-complete--case-bc02-after-root-member	raw-no-commit-02	data-version-receipt	fault-after	observer-01/data-version	{fault-after-data-version}
bc02-rollback-complete--case-bc02-after-root-member	raw-no-commit-03	observer-custody-receipt	fault-before-to-fault-after	observer-01/status	held-through-required-stages
bc02-rollback-complete--case-bc02-after-root-member	raw-reopened-resolution-01	resolution-receipt	reopened	resolution/root-02	unavailable/0
bc02-rollback-complete--case-bc02-after-root-member	raw-rollback-01	inventory-repository	setup-before	semantic-inventory-sha256	{setup-before-sha256}
bc02-rollback-complete--case-bc02-after-root-member	raw-rollback-02	inventory-repository	rollback-after	semantic-inventory-sha256	{rollback-after-sha256}
bc02-rollback-complete--case-bc02-after-root-member	raw-trigger-01	fault-activation-receipt	fault	hook/attempt	hook-bc02-after-root-member/attempt-fault-member
bc02-rollback-complete--case-bc02-after-root-member	raw-trigger-02	fault-trigger-receipt	fault	triggered	true
bc02-rollback-complete--case-bc02-after-root-member	raw-trigger-03	fault-trigger-receipt	fault	transient-header-count	1
bc02-rollback-complete--case-bc02-after-root-member	raw-trigger-04	fault-trigger-receipt	fault	transient-member-count	1
bc02-rollback-complete--case-bc02-after-root-member	raw-trigger-05	fault-trigger-receipt	fault	transient-ancestry-count	0
bc02-rollback-complete--case-bc02-after-root-member	raw-trigger-06	fault-configuration-receipt	configure-before-baseline	ddl/error-literal/when-predicate-digests	{ddl-sha256}/{error-literal-sha256}/{when-predicate-sha256}
bc02-rollback-complete--case-bc02-after-root-member	raw-trigger-07	evidence-binding-receipt	fault	activation/configuration/trigger/command-digests	{activation-sha256}/{configuration-sha256}/{trigger-sha256}/{command-sha256}
