BC02_PARTIAL_RESIDUE	case-bc02-after-root-header	020	inventory-observation	inventory-repository	same	setup-before
BC02_PARTIAL_RESIDUE	case-bc02-after-root-header	025	health-observation	sqlite-data-version	same	fault-before
BC02_PARTIAL_RESIDUE	case-bc02-after-root-header	030	fault-operation	hook-bc02-after-root-header	same	fault
BC02_PARTIAL_RESIDUE	case-bc02-after-root-header	040	health-observation	sqlite-data-version	same	fault-after
BC02_PARTIAL_RESIDUE	case-bc02-after-root-header	050	inventory-observation	inventory-repository	same	rollback-after
BC02_PARTIAL_RESIDUE	case-bc02-after-root-header	060	resolution-observation	norm-bc02-observation	same	unavailable
BC02_PARTIAL_RESIDUE	case-bc02-after-root-header	070	reopen-operation	profile-reopen-namespace	same	durability-reopen
BC02_PARTIAL_RESIDUE	case-bc02-after-root-header	080	resolution-observation	norm-bc02-observation	same	reopened
BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	010	setup-operation	sut-setup-bc02	same	setup
BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	015	fault-configuration	hook-bc02-after-root-member	same	configure-before-baseline
BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	020	inventory-observation	inventory-repository	same	setup-before
BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	025	health-observation	sqlite-data-version	same	fault-before
BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	030	fault-operation	hook-bc02-after-root-member	same	fault
BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	040	health-observation	sqlite-data-version	same	fault-after
BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	050	inventory-observation	inventory-repository	same	rollback-after
BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	060	resolution-observation	norm-bc02-observation	same	unavailable
BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	070	reopen-operation	profile-reopen-namespace	same	durability-reopen
BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	080	resolution-observation	norm-bc02-observation	same	reopened
BC02_POISONED_RETRY	case-bc02-after-root-header	010	setup-operation	sut-setup-bc02	same	setup
BC02_POISONED_RETRY	case-bc02-after-root-header	015	fault-configuration	hook-bc02-after-root-header	same	configure-before-baseline
BC02_POISONED_RETRY	case-bc02-after-root-header	020	inventory-observation	inventory-repository	same	setup-before
BC02_POISONED_RETRY	case-bc02-after-root-header	025	health-observation	sqlite-data-version	same	fault-before
BC02_POISONED_RETRY	case-bc02-after-root-header	030	fault-operation	hook-bc02-after-root-header	same	fault
BC02_POISONED_RETRY	case-bc02-after-root-header	040	health-observation	sqlite-data-version	same	fault-after
BC02_POISONED_RETRY	case-bc02-after-root-header	050	inventory-observation	inventory-repository	same	rollback-after
BC02_POISONED_RETRY	case-bc02-after-root-header	060	resolution-observation	norm-bc02-observation	same	unavailable
BC02_POISONED_RETRY	case-bc02-after-root-header	070	reopen-operation	profile-reopen-namespace	same	retry-reopen
BC02_POISONED_RETRY	case-bc02-after-root-header	080	action-operation	sut-retry-root	same	retry
BC02_POISONED_RETRY	case-bc02-after-root-header	090	inventory-observation	inventory-repository	same	retry-after
BC02_POISONED_RETRY	case-bc02-after-root-header	100	health-observation	sqlite-data-version	same	retry-commit
BC02_POISONED_RETRY	case-bc02-after-root-header	110	resolution-observation	norm-bc02-observation	same	retry-success
BC02_POISONED_RETRY	case-bc02-after-root-header	120	reopen-operation	profile-reopen-namespace	same	durability-reopen
BC02_POISONED_RETRY	case-bc02-after-root-header	130	resolution-observation	norm-bc02-observation	same	reopened
BC02_POISONED_RETRY	case-bc02-after-root-member	010	setup-operation	sut-setup-bc02	same	setup
BC02_POISONED_RETRY	case-bc02-after-root-member	015	fault-configuration	hook-bc02-after-root-member	same	configure-before-baseline
BC02_POISONED_RETRY	case-bc02-after-root-member	020	inventory-observation	inventory-repository	same	setup-before
BC02_POISONED_RETRY	case-bc02-after-root-member	025	health-observation	sqlite-data-version	same	fault-before
BC02_POISONED_RETRY	case-bc02-after-root-member	030	fault-operation	hook-bc02-after-root-member	same	fault
BC02_POISONED_RETRY	case-bc02-after-root-member	040	health-observation	sqlite-data-version	same	fault-after
BC02_POISONED_RETRY	case-bc02-after-root-member	050	inventory-observation	inventory-repository	same	rollback-after
BC02_POISONED_RETRY	case-bc02-after-root-member	060	resolution-observation	norm-bc02-observation	same	unavailable
BC02_POISONED_RETRY	case-bc02-after-root-member	070	reopen-operation	profile-reopen-namespace	same	retry-reopen
BC02_POISONED_RETRY	case-bc02-after-root-member	080	action-operation	sut-retry-root	same	retry
BC02_POISONED_RETRY	case-bc02-after-root-member	090	inventory-observation	inventory-repository	same	retry-after
BC02_POISONED_RETRY	case-bc02-after-root-member	100	health-observation	sqlite-data-version	same	retry-commit
BC02_POISONED_RETRY	case-bc02-after-root-member	110	resolution-observation	norm-bc02-observation	same	retry-success
BC02_POISONED_RETRY	case-bc02-after-root-member	120	reopen-operation	profile-reopen-namespace	same	durability-reopen
BC02_POISONED_RETRY	case-bc02-after-root-member	130	resolution-observation	norm-bc02-observation	same	reopened
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	010	setup-operation	sut-setup-bc02	same	setup
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	015	fault-configuration	hook-bc02-after-root-header	same	configure-before-baseline
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	020	inventory-observation	inventory-repository	same	setup-before
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	025	health-observation	sqlite-data-version	same	fault-before
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	030	fault-operation	hook-bc02-after-root-header	same	fault
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	040	health-observation	sqlite-data-version	same	fault-after
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	050	inventory-observation	inventory-repository	same	rollback-after
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	060	resolution-observation	norm-bc02-observation	same	unavailable
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	070	reopen-operation	profile-reopen-namespace	same	durability-reopen
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	080	resolution-observation	norm-bc02-observation	same	reopened
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	010	setup-operation	sut-setup-bc02	same	setup
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	015	fault-configuration	hook-bc02-after-root-member	same	configure-before-baseline
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	020	inventory-observation	inventory-repository	same	setup-before
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	025	health-observation	sqlite-data-version	same	fault-before
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	030	fault-operation	hook-bc02-after-root-member	same	fault
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	040	health-observation	sqlite-data-version	same	fault-after
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	050	inventory-observation	inventory-repository	same	rollback-after
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	060	resolution-observation	norm-bc02-observation	same	unavailable
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	070	reopen-operation	profile-reopen-namespace	same	durability-reopen
BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	080	resolution-observation	norm-bc02-observation	same	reopened
