bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	060	transient-shape	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	070	same-connection-health	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	080	setup-inventory-exact	inventory-setup-before.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	090	rollback-inventory-exact	inventory-rollback-after.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	100	no-commit	data-version-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	110	retry-reopen	command-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	120	retry-hook-absent	command-receipts.tsv+fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	130	retry-commit	data-version-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	140	retry-resolution	resolution-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	150	durability-reopen	command-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-header	gate-set-poisoned	160	durability-resolution	resolution-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	010	fault-configuration-valid	fault-configuration-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	020	activation-bound	fault-activation-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	030	trigger-bound	evidence-binding-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	040	command-nonzero	command-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	050	exact-error-identity	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	060	transient-shape	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	070	same-connection-health	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	080	setup-inventory-exact	inventory-setup-before.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	090	rollback-inventory-exact	inventory-rollback-after.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	100	no-commit	data-version-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	110	retry-reopen	command-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	120	retry-hook-absent	command-receipts.tsv+fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	130	retry-commit	data-version-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	140	retry-resolution	resolution-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	150	durability-reopen	command-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-poisoned-retry--case-bc02-after-root-member	gate-set-poisoned	160	durability-resolution	resolution-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	010	fault-configuration-valid	fault-configuration-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	020	activation-bound	fault-activation-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	030	trigger-bound	evidence-binding-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	040	command-nonzero	command-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	050	exact-error-identity	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	060	transient-shape	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	070	same-connection-health	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	080	setup-inventory-exact	inventory-setup-before.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	090	rollback-inventory-exact	inventory-rollback-after.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	100	rollback-inventory-equality	inventory-setup-before.tsv+inventory-rollback-after.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	110	no-commit	data-version-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-header	gate-set-rollback	120	reopened-unavailable	resolution-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	010	fault-configuration-valid	fault-configuration-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	020	activation-bound	fault-activation-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	030	trigger-bound	evidence-binding-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	040	command-nonzero	command-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	050	exact-error-identity	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	060	transient-shape	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	070	same-connection-health	fault-trigger-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	080	setup-inventory-exact	inventory-setup-before.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	090	rollback-inventory-exact	inventory-rollback-after.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	100	rollback-inventory-equality	inventory-setup-before.tsv+inventory-rollback-after.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	110	no-commit	data-version-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
bc02-rollback-complete--case-bc02-after-root-member	gate-set-rollback	120	reopened-unavailable	resolution-receipts.tsv	{evidence-sha256}	PASS	-	{evaluator-revision}
