bc12-forget-bypass--case-bc12-forget-bypass	obs-004	decision	r-forgotten	after	retain
bc12-forget-bypass--case-bc12-forget-bypass	obs-005	decision	r-forgotten	blocker	forget-not-accepted
bc12-forget-consumed--case-bc12-forget-consumed	obs-001	surface	placement	completeness	complete
bc12-forget-consumed--case-bc12-forget-consumed	obs-002	forget	forget-root	status	accepted
bc12-forget-consumed--case-bc12-forget-consumed	obs-003	decision	r-forgotten	after	release-eligible
bc12-forget-consumed--case-bc12-forget-consumed	obs-004	provenance	r-forgotten	forget	forget-root
bc12-forget-consumed--case-bc12-forget-consumed	obs-005	inventory	r-forgotten	canonical-present	1
bc12-noop-evaluator--case-bc12-noop-evaluator	obs-001	surface	placement	completeness	complete
bc12-noop-evaluator--case-bc12-noop-evaluator	obs-002	relation-family	protection	row-count	7
bc12-noop-evaluator--case-bc12-noop-evaluator	obs-003	relation-family	decision	row-count	7
bc12-noop-evaluator--case-bc12-noop-evaluator	obs-004	relation-family	forget	row-count	2
bc12-noop-evaluator--case-bc12-noop-evaluator	obs-005	relation-family	archive	row-count	4
bc12-noop-evaluator--case-bc12-noop-evaluator	obs-006	relation-family	inventory	row-count	10
bc12-placement-decision--case-bc12-placement-decision	obs-001	surface	placement	completeness	complete
bc12-placement-decision--case-bc12-placement-decision	obs-002	decision	r-audit	after	retain:audit_hold
bc12-placement-decision--case-bc12-placement-decision	obs-003	decision	r-conflict	after	retain:unresolved-conflict
bc12-placement-decision--case-bc12-placement-decision	obs-004	decision	r-forgotten	after	release-eligible:-
bc12-placement-decision--case-bc12-placement-decision	obs-005	decision	r-inflight	after	retain:pending-publication
bc12-placement-decision--case-bc12-placement-decision	obs-006	decision	r-unverified	after	retain:archive-unverified
bc12-placement-decision--case-bc12-placement-decision	obs-007	decision	r-forgotten	before	retain:policy-window
bc12-placement-decision--case-bc12-placement-decision	obs-008	decision	r-forgotten	boundary	retain:policy-window
bc12-protection-bypass--case-bc12-protection-bypass	obs-001	surface	placement	completeness	complete
bc12-protection-bypass--case-bc12-protection-bypass	obs-002	protection	r-audit	audit_hold	witness:w-audit
bc12-protection-bypass--case-bc12-protection-bypass	obs-003	forget	forget-audit	status	accepted
bc12-protection-bypass--case-bc12-protection-bypass	obs-004	archive	r-audit	state	verified
bc12-protection-bypass--case-bc12-protection-bypass	obs-005	decision	r-audit	after	retain:audit_hold
bc12-protection-bypass--case-bc12-protection-bypass	obs-006	protection	r-conflict	unresolved-conflict	conflict:conflict-1
bc12-protection-bypass--case-bc12-protection-bypass	obs-007	forget	forget-conflict	status	accepted
bc12-protection-bypass--case-bc12-protection-bypass	obs-008	archive	r-conflict	state	verified
bc12-protection-bypass--case-bc12-protection-bypass	obs-009	decision	r-conflict	after	retain:unresolved-conflict
bc12-protection-bypass--case-bc12-protection-bypass	obs-010	protection	r-inflight	pending-publication	publication:publication-1
bc12-protection-bypass--case-bc12-protection-bypass	obs-011	forget	forget-inflight	status	accepted
bc12-protection-bypass--case-bc12-protection-bypass	obs-012	archive	r-inflight	state	verified
bc12-protection-bypass--case-bc12-protection-bypass	obs-013	decision	r-inflight	after	retain:pending-publication
bc12-window-bypass--case-bc12-window-bypass	obs-001	surface	placement	completeness	complete
bc12-window-bypass--case-bc12-window-bypass	obs-002	decision	r-forgotten	before	retain:policy-window
bc12-window-bypass--case-bc12-window-bypass	obs-003	decision	r-forgotten	boundary	retain:policy-window
bc12-window-bypass--case-bc12-window-bypass	obs-004	decision	r-forgotten	after	release-eligible:-
bc12-window-bypass--case-bc12-window-bypass	obs-005	forget	forget-root	status	accepted
bc12-window-bypass--case-bc12-window-bypass	obs-006	archive	r-forgotten	state	verified
bc12-window-bypass--case-bc12-window-bypass	obs-007	protection	r-forgotten	active-count	0
