BC06	CC06	BC06_PURE_ZERO_AXES	positive	PASS	ok	norm-bc06-observation	-
BC06	CC06	BC06_REPOSITORY_UNCHANGED	positive	PASS	ok	inventory-repository	-
BC06	CC06	BC06_RESULT_WRITE	control	PASS	ok	norm-bc06-observation	neg-bc06-result-write
BC06	CC06	BC06_STATE_WRITE	control	PASS	ok	norm-bc06-observation	neg-bc06-state-write
BC07	CC07	BC07_EFFECT_101	positive	PASS	ok	norm-bc07-observation	-
BC07	CC07	BC07_OBSERVATION_WITHOUT_TRANSITION	control	PASS	ok	norm-bc07-observation	neg-bc07-observation-without-transition
BC07	CC07	BC07_ORDINARY_000	positive	PASS	ok	norm-bc07-observation	-
BC07	CC07	BC07_RECORD_IMPLIES_EFFECT	control	PASS	ok	norm-bc07-observation	neg-bc07-record-implies-effect
BC07	CC07	BC07_RECORD_ONLY_010	positive	PASS	ok	norm-bc07-observation	-
BC07	CC07	BC07_RESULT_REWRITE	control	PASS	ok	norm-bc07-observation	neg-bc07-result-rewrite
BC08	CC08	BC08_COMPLETE_EFFECT	positive	PASS	ok	norm-bc08-observation	-
BC08	CC08	BC08_MID_BOUNDARY_FAILURE	control	PASS	ok	norm-bc08-observation	neg-bc08-mid-boundary-failure
BC08	CC08	BC08_MISSING_CURRENT	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-current
BC08	CC08	BC08_MISSING_OBSERVATION	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-observation
BC08	CC08	BC08_MISSING_RESULT	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-result
BC08	CC08	BC08_MISSING_TRANSITION	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-transition
BC08	CC08	BC08_MISSING_VIEW	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-view
BC09	CC09	BC09_DIAGNOSTIC_EPHEMERAL	positive	PASS	ok	norm-bc09-observation	-
BC09	CC09	BC09_DUPLICATE_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-duplicate-persists
BC09	CC09	BC09_FAILPOINT_PERSISTS	control	PASS	ok	norm-bc09-observation	neg-bc09-failpoint-persists
BC09	CC09	BC09_FAILURE_NO_PERSISTENT_ARTIFACT	positive	PASS	ok	inventory-repository	-
BC09	CC09	BC09_INCOMPLETE_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-incomplete-persists
BC09	CC09	BC09_REJECTED_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-rejected-persists
BC09	CC09	BC09_STALE_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-stale-persists
BC10	CC10	BC10_EXPLANATION_CLOSED	positive	PASS	ok	norm-bc10-observation	-
BC10	CC10	BC10_EXPLANATION_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-explanation-leak
BC10	CC10	BC10_REPLAY_CLOSED	positive	PASS	ok	norm-bc10-observation	-
BC10	CC10	BC10_REPLAY_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-replay-leak
BC10	CC10	BC10_RESULT_CLOSED	positive	PASS	ok	norm-bc10-observation	-
BC10	CC10	BC10_RESULT_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-result-leak
BC10	CC10	BC10_VIEW_CLOSED	positive	PASS	ok	norm-bc10-observation	-
BC10	CC10	BC10_VIEW_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-view-leak
BC11	CC11	BC11_EXPLANATION_CLOSURE	positive	PASS	ok	norm-bc11-observation	-
BC11	CC11	BC11_FINDING_CROSS_LINK	positive	PASS	ok	norm-bc11-observation	-
BC11	CC11	BC11_FINDING_DANGLING	positive	PASS	ok	norm-bc11-observation	-
BC11	CC11	BC11_LATEST_SUBSTITUTION	control	PASS	ok	norm-bc11-observation	neg-bc11-latest-substitution
BC11	CC11	BC11_MISSING_AS_EMPTY	control	PASS	ok	norm-bc11-observation	neg-bc11-missing-as-empty
BC11	CC11	BC11_REPLAY_RESULT	positive	PASS	ok	norm-bc11-observation	-
BC11	CC11	BC11_SILENT_CROSS_LINK	control	PASS	ok	norm-bc11-observation	neg-bc11-silent-cross-link
BC11	CC11	BC11_SILENT_DANGLING	control	PASS	ok	norm-bc11-observation	neg-bc11-silent-dangling
BC12	CC12	BC12_ARCHIVE_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-archive-bypass
BC12	CC12	BC12_CANONICAL_UNCHANGED	positive	PASS	ok	inventory-repository	-
BC12	CC12	BC12_DECISION_PROVENANCE	positive	PASS	ok	norm-bc12-observation	-
BC12	CC12	BC12_DERIVED_PROTECTION	positive	PASS	ok	norm-bc12-observation	-
BC12	CC12	BC12_ELIGIBILITY_DELETE	control	PASS	ok	inventory-repository	neg-bc12-eligibility-delete
BC12	CC12	BC12_FORGET_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-forget-bypass
BC12	CC12	BC12_FORGET_CONSUMED	positive	PASS	ok	norm-bc12-observation	-
BC12	CC12	BC12_NOOP_EVALUATOR	control	PASS	ok	norm-bc12-observation	neg-bc12-noop-evaluator
BC12	CC12	BC12_PLACEMENT_DECISION	positive	PASS	ok	norm-bc12-observation	-
BC12	CC12	BC12_PROTECTION_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-protection-bypass
BC12	CC12	BC12_WINDOW_BYPASS	control	PASS	ok	norm-bc12-observation	neg-bc12-window-bypass
